Protein1,Protein2,Score
3276|PRMT1|Q99873,7468|WHSC1|O96028,0.457389237
11198|SUPT16H|Q9Y5B9,6595|SMARCA2|P51531,0.45699199
10419|PRMT5|O14744,9682|KDM4A|O75164,0.453943189
10919|EHMT2|Q96KQ7,55193|PBRM1|Q86U86,0.452956183
2965|GTF2H1|P32780,10155|TRIM28|Q13263,0.452065101
6598|SMARCB1|Q12824,5110|PCMT1|P22061,0.450643185
6015|RING1|Q06587,11168|PSIP1|O75475,0.449344479
3015|H2AFZ|P0C0S5,6596|HLTF|Q14527,0.448749555
9031|BAZ1B|Q9UIG0,80335|WDR82|Q6UXN9,0.448639074
23476|BRD4|O60885,6045|RNF2|Q99496,0.448395425
9329|GTF3C4|Q9UKN8,23468|CBX5|P45973,0.447611432
6601|SMARCC2|Q8TAQ2,55929|DMAP1|Q9NPF5,0.447600901
9739|SETD1A|O15047,1108|CHD4|Q14839,0.447365361
6601|SMARCC2|Q8TAQ2,8805|TRIM24|O15164,0.446055803
6601|SMARCC2|Q8TAQ2,8467|SMARCA5|O60264,0.445758755
142|PARP1|P09874,23411|SIRT1|Q96EB6,0.442219941
23613|ZMYND8|Q9ULU4,80335|WDR82|Q6UXN9,0.442150272
79960|PHF17|Q6IE81,60|ACTB|P60709,0.440992098
1106|CHD2|O14647,23468|CBX5|P45973,0.439653458
56950|SMYD2|Q9NRG4,8535|CBX4|O00257,0.439378828
23135|KDM6B|O15054,60|ACTB|P60709,0.438309686
23246|BOP1|Q14137,142|PARP1|P09874,0.437173316
5110|PCMT1|P22061,6304|SATB1|Q01826,0.437101072
6598|SMARCB1|Q12824,9112|MTA1|Q13330,0.434923781
6601|SMARCC2|Q8TAQ2,8535|CBX4|O00257,0.433348302
1105|CHD1|O14646,142|PARP1|P09874,0.432830146
51460|SFMBT1|Q9UHJ3,8535|CBX4|O00257,0.430148064
10419|PRMT5|O14744,6602|SMARCD1|Q96GM5,0.430120023
84148|KAT8|Q9H7Z6,8467|SMARCA5|O60264,0.427763298
6601|SMARCC2|Q8TAQ2,9112|MTA1|Q13330,0.427579981
6605|SMARCE1|Q969G3,23210|JMJD6|Q6NYC1,0.427406729
4204|MECP2|P51608,55193|PBRM1|Q86U86,0.426740458
9031|BAZ1B|Q9UIG0,1108|CHD4|Q14839,0.426651177
51111|SUV420H1|Q4FZB7,5431|POLR2B|P30876,0.425522864
55818|KDM3A|Q9Y4C1,142|PARP1|P09874,0.422797909
196528|ARID2|Q68CP9,5110|PCMT1|P22061,0.422113829
9031|BAZ1B|Q9UIG0,84661|DPY30|Q9C005,0.42209232
11198|SUPT16H|Q9Y5B9,5110|PCMT1|P22061,0.419001538
56950|SMYD2|Q9NRG4,11091|WDR5|P61964,0.417160369
6119|RPA3|P35244,6749|SSRP1|Q08945,0.416566771
3720|JARID2|Q92833,10419|PRMT5|O14744,0.414923343
55193|PBRM1|Q86U86,8467|SMARCA5|O60264,0.41480429
2145|EZH1|Q92800,55193|PBRM1|Q86U86,0.413718636
9739|SETD1A|O15047,1912|PHC2|Q8IXK0,0.413370719
3276|PRMT1|Q99873,389856|USP27X|A6NNY8,0.412462171
2146|EZH2|Q15910,55193|PBRM1|Q86U86,0.411018021
10498|CARM1|Q86X55,86|ACTL6A|O96019,0.410542046
4152|MBD1|Q9UIS9,9329|GTF3C4|Q9UKN8,0.409906583
10498|CARM1|Q86X55,6601|SMARCC2|Q8TAQ2,0.409582937
5931|RBBP7|Q16576,7994|KAT6A|Q92794,0.407841594
11143|KAT7|O95251,57492|ARID1B|Q8NFD5,0.407036677
6601|SMARCC2|Q8TAQ2,6045|RNF2|Q99496,0.406794837
11091|WDR5|P61964,5928|RBBP4|Q09028,0.405986206
3276|PRMT1|Q99873,2648|KAT2A|Q92830,0.405160934
9329|GTF3C4|Q9UKN8,6594|SMARCA1|P28370,0.402470396
7862|BRPF1|P55201,5931|RBBP7|Q16576,0.400662464
142|PARP1|P09874,2648|KAT2A|Q92830,0.400479763
23522|KAT6B|Q8WYB5,55193|PBRM1|Q86U86,0.399250317
4204|MECP2|P51608,79813|EHMT1|Q9H9B1,0.397658823
65094|JMJD4|Q9H9V9,57492|ARID1B|Q8NFD5,0.396579779
54904|WHSC1L1|Q9BZ95,10155|TRIM28|Q13263,0.396187677
6595|SMARCA2|P51531,5431|POLR2B|P30876,0.39480005
10498|CARM1|Q86X55,11091|WDR5|P61964,0.394793738
83746|L3MBTL2|Q969R5,142|PARP1|P09874,0.394491938
64754|SMYD3|Q9H7B4,10155|TRIM28|Q13263,0.394107957
55818|KDM3A|Q9Y4C1,60|ACTB|P60709,0.394014175
27154|BRPF3|Q9ULD4,5931|RBBP7|Q16576,0.393869468
142|PARP1|P09874,7799|PRDM2|Q13029,0.392866679
23468|CBX5|P45973,9112|MTA1|Q13330,0.390508077
6594|SMARCA1|P28370,80335|WDR82|Q6UXN9,0.390124981
5931|RBBP7|Q16576,23210|JMJD6|Q6NYC1,0.389465545
79960|PHF17|Q6IE81,25942|SIN3A|Q96ST3,0.388115313
23774|BRD1|O95696,3066|HDAC2|Q92769,0.386792557
9031|BAZ1B|Q9UIG0,55193|PBRM1|Q86U86,0.385821687
11091|WDR5|P61964,8535|CBX4|O00257,0.385051565
9329|GTF3C4|Q9UKN8,8208|CHAF1B|Q13112,0.384788225
55929|DMAP1|Q9NPF5,5928|RBBP4|Q09028,0.382171885
4152|MBD1|Q9UIS9,3015|H2AFZ|P0C0S5,0.381084209
10419|PRMT5|O14744,3431|SP110|Q9HB58,0.380270344
55693|KDM4D|Q6B0I6,6045|RNF2|Q99496,0.377109662
10419|PRMT5|O14744,389856|USP27X|A6NNY8,0.375687458
142|PARP1|P09874,7468|WHSC1|O96028,0.374519817
11108|PRDM4|Q9UKN5,60|ACTB|P60709,0.374253502
6672|SP100|P23497,10155|TRIM28|Q13263,0.372925991
23476|BRD4|O60885,6599|SMARCC1|Q92922,0.372633798
11198|SUPT16H|Q9Y5B9,23210|JMJD6|Q6NYC1,0.372158077
23326|USP22|Q9UPT9,3015|H2AFZ|P0C0S5,0.371516142
23476|BRD4|O60885,55193|PBRM1|Q86U86,0.370883226
1912|PHC2|Q8IXK0,3066|HDAC2|Q92769,0.368486808
23028|KDM1A|O60341,80335|WDR82|Q6UXN9,0.367618862
23309|SIN3B|O75182,86|ACTL6A|O96019,0.367376497
23512|SUZ12|Q15022,8535|CBX4|O00257,0.367315331
1912|PHC2|Q8IXK0,9112|MTA1|Q13330,0.366871925
3015|H2AFZ|P0C0S5,7468|WHSC1|O96028,0.365643959
5110|PCMT1|P22061,51592|TRIM33|Q9UPN9,0.363095009
6601|SMARCC2|Q8TAQ2,79813|EHMT1|Q9H9B1,0.360931145
4221|MEN1|O00255,5928|RBBP4|Q09028,0.360136136
142|PARP1|P09874,55140|ELP3|Q9H9T3,0.357645676
60|ACTB|P60709,64324|NSD1|Q96L73,0.356835151
60|ACTB|P60709,7290|HIRA|P54198,0.356711918
86|ACTL6A|O96019,25942|SIN3A|Q96ST3,0.355954602
3065|HDAC1|Q13547,58508|MLL3|Q8NEZ4,0.355716992
3015|H2AFZ|P0C0S5,389856|USP27X|A6NNY8,0.354573203
6601|SMARCC2|Q8TAQ2,25942|SIN3A|Q96ST3,0.354144733
10419|PRMT5|O14744,6595|SMARCA2|P51531,0.354025479
84444|DOT1L|Q8TEK3,60|ACTB|P60709,0.353954934
10765|KDM5B|Q9UGL1,6601|SMARCC2|Q8TAQ2,0.352630309
10419|PRMT5|O14744,150572|SMYD1|Q8NB12,0.352339054
84661|DPY30|Q9C005,10951|CBX1|P83916,0.351754522
9329|GTF3C4|Q9UKN8,6749|SSRP1|Q08945,0.348509413
6605|SMARCE1|Q969G3,23774|BRD1|O95696,0.347344376
10389|SCML2|Q9UQR0,3015|H2AFZ|P0C0S5,0.347145933
9031|BAZ1B|Q9UIG0,23468|CBX5|P45973,0.346847118
4673|NAP1L1|P55209,8467|SMARCA5|O60264,0.346749491
6597|SMARCA4|P51532,6045|RNF2|Q99496,0.343905316
5110|PCMT1|P22061,6596|HLTF|Q14527,0.343505112
51460|SFMBT1|Q9UHJ3,142|PARP1|P09874,0.341545071
3015|H2AFZ|P0C0S5,1105|CHD1|O14646,0.340365787
9329|GTF3C4|Q9UKN8,9112|MTA1|Q13330,0.33981234
23522|KAT6B|Q8WYB5,10155|TRIM28|Q13263,0.33963578
11335|CBX3|Q13185,56950|SMYD2|Q9NRG4,0.337438794
3276|PRMT1|Q99873,6839|SUV39H1|O43463,0.337337787
4204|MECP2|P51608,6597|SMARCA4|P51532,0.337303527
6597|SMARCA4|P51532,8467|SMARCA5|O60264,0.335624042
6749|SSRP1|Q08945,55274|PHF10|Q8WUB8,0.333920024
60|ACTB|P60709,57680|CHD8|Q9HCK8,0.333676942
11198|SUPT16H|Q9Y5B9,3065|HDAC1|Q13547,0.333542604
23476|BRD4|O60885,6597|SMARCA4|P51532,0.333193052
9031|BAZ1B|Q9UIG0,5931|RBBP7|Q16576,0.332956354
86|ACTL6A|O96019,11198|SUPT16H|Q9Y5B9,0.332122029
6601|SMARCC2|Q8TAQ2,23613|ZMYND8|Q9ULU4,0.331502643
27125|AFF4|Q9UHB7,6045|RNF2|Q99496,0.331354636
2289|FKBP5|Q13451,3015|H2AFZ|P0C0S5,0.33128145
6749|SSRP1|Q08945,9112|MTA1|Q13330,0.330456776
5929|RBBP5|Q15291,11198|SUPT16H|Q9Y5B9,0.329310028
142|PARP1|P09874,546|ATRX|P46100,0.329207478
1912|PHC2|Q8IXK0,80335|WDR82|Q6UXN9,0.328163772
79960|PHF17|Q6IE81,10419|PRMT5|O14744,0.326722602
5929|RBBP5|Q15291,11168|PSIP1|O75475,0.326584643
86|ACTL6A|O96019,23512|SUZ12|Q15022,0.326255997
3065|HDAC1|Q13547,6045|RNF2|Q99496,0.325836332
54617|INO80|Q9ULG1,5110|PCMT1|P22061,0.325787231
9329|GTF3C4|Q9UKN8,55693|KDM4D|Q6B0I6,0.325473393
5431|POLR2B|P30876,6602|SMARCD1|Q96GM5,0.322604777
9329|GTF3C4|Q9UKN8,2648|KAT2A|Q92830,0.32003267
4204|MECP2|P51608,6594|SMARCA1|P28370,0.319410686
3065|HDAC1|Q13547,639|PRDM1|O75626,0.318932584
1911|PHC1|P78364,3066|HDAC2|Q92769,0.318756317
51105|PHF20L1|A8MW92,10155|TRIM28|Q13263,0.318176771
26013|L3MBTL1|Q9Y468,5431|POLR2B|P30876,0.316937682
8289|ARID1A|O14497,5431|POLR2B|P30876,0.316093998
3015|H2AFZ|P0C0S5,79813|EHMT1|Q9H9B1,0.316036163
51230|PHF20|Q9BVI0,10155|TRIM28|Q13263,0.316009651
2122|MECOM|Q13465,60|ACTB|P60709,0.314485151
1912|PHC2|Q8IXK0,29117|BRD7|Q9NPI1,0.313029749
2965|GTF2H1|P32780,55193|PBRM1|Q86U86,0.311915084
53615|MBD3|O95983,9329|GTF3C4|Q9UKN8,0.310866929
27125|AFF4|Q9UHB7,5931|RBBP7|Q16576,0.310230009
23476|BRD4|O60885,3066|HDAC2|Q92769,0.309678575
4204|MECP2|P51608,57492|ARID1B|Q8NFD5,0.309551688
6015|RING1|Q06587,9112|MTA1|Q13330,0.308578076
3720|JARID2|Q92833,3015|H2AFZ|P0C0S5,0.303585302
10155|TRIM28|Q13263,158880|USP51|Q70EK9,0.30233798
55693|KDM4D|Q6B0I6,5928|RBBP4|Q09028,0.300992698
3015|H2AFZ|P0C0S5,7799|PRDM2|Q13029,0.300590834
9031|BAZ1B|Q9UIG0,8535|CBX4|O00257,0.300312417
11143|KAT7|O95251,3066|HDAC2|Q92769,0.300165859
5928|RBBP4|Q09028,54623|PAF1|Q8N7H5,0.300160742
56341|PRMT8|Q9NR22,3015|H2AFZ|P0C0S5,0.299912292
3276|PRMT1|Q99873,9869|SETDB1|Q15047,0.297373821
26147|PHF19|Q5T6S3,3065|HDAC1|Q13547,0.296250908
10419|PRMT5|O14744,64324|NSD1|Q96L73,0.293573842
4204|MECP2|P51608,10919|EHMT2|Q96KQ7,0.293487339
9329|GTF3C4|Q9UKN8,23522|KAT6B|Q8WYB5,0.29335168
5110|PCMT1|P22061,10919|EHMT2|Q96KQ7,0.293126278
11198|SUPT16H|Q9Y5B9,11335|CBX3|Q13185,0.29025814
84333|PCGF5|Q86SE9,3066|HDAC2|Q92769,0.289502037
3066|HDAC2|Q92769,80012|PHC3|Q8NDX5,0.289302598
10419|PRMT5|O14744,57680|CHD8|Q9HCK8,0.288533976
23476|BRD4|O60885,80335|WDR82|Q6UXN9,0.288433936
5929|RBBP5|Q15291,6598|SMARCB1|Q12824,0.288426134
84444|DOT1L|Q8TEK3,10419|PRMT5|O14744,0.286860112
60|ACTB|P60709,6672|SP100|P23497,0.284902795
6749|SSRP1|Q08945,6045|RNF2|Q99496,0.284366318
142|PARP1|P09874,8850|KAT2B|Q92831,0.283956402
55929|DMAP1|Q9NPF5,5110|PCMT1|P22061,0.281832483
6749|SSRP1|Q08945,25942|SIN3A|Q96ST3,0.281733584
6601|SMARCC2|Q8TAQ2,23210|JMJD6|Q6NYC1,0.2810122
10155|TRIM28|Q13263,2648|KAT2A|Q92830,0.280745024
60|ACTB|P60709,150572|SMYD1|Q8NB12,0.278085194
10419|PRMT5|O14744,6604|SMARCD3|Q6STE5,0.277825067
11107|PRDM5|Q9NQX1,60|ACTB|P60709,0.277789153
79960|PHF17|Q6IE81,55193|PBRM1|Q86U86,0.277622904
57504|MTA3|Q9BTC8,10419|PRMT5|O14744,0.277430767
11198|SUPT16H|Q9Y5B9,2146|EZH2|Q15910,0.276929794
10419|PRMT5|O14744,9219|MTA2|O94776,0.276180343
3276|PRMT1|Q99873,7994|KAT6A|Q92794,0.274506453
9329|GTF3C4|Q9UKN8,2186|BPTF|Q12830,0.274402534
11091|WDR5|P61964,6594|SMARCA1|P28370,0.274320761
3065|HDAC1|Q13547,22976|PAXIP1|Q6ZW49,0.273796336
9329|GTF3C4|Q9UKN8,1107|CHD3|Q12873,0.273577755
64324|NSD1|Q96L73,3066|HDAC2|Q92769,0.273130595
10389|SCML2|Q9UQR0,142|PARP1|P09874,0.271589685
83746|L3MBTL2|Q969R5,56950|SMYD2|Q9NRG4,0.270763351
60|ACTB|P60709,9682|KDM4A|O75164,0.267680481
11143|KAT7|O95251,6605|SMARCE1|Q969G3,0.265762386
3276|PRMT1|Q99873,79813|EHMT1|Q9H9B1,0.265383037
7862|BRPF1|P55201,3276|PRMT1|Q99873,0.26530694
6599|SMARCC1|Q92922,6045|RNF2|Q99496,0.264604592
4299|AFF1|P51825,10155|TRIM28|Q13263,0.263316929
3276|PRMT1|Q99873,10919|EHMT2|Q96KQ7,0.262645942
6601|SMARCC2|Q8TAQ2,10919|EHMT2|Q96KQ7,0.26216753
10036|CHAF1A|Q13111,3015|H2AFZ|P0C0S5,0.260658616
3065|HDAC1|Q13547,6839|SUV39H1|O43463,0.25994816
27154|BRPF3|Q9ULD4,3276|PRMT1|Q99873,0.25882232
9329|GTF3C4|Q9UKN8,8932|MBD2|Q9UBB5,0.25804614
54617|INO80|Q9ULG1,142|PARP1|P09874,0.255742708
10419|PRMT5|O14744,5252|PHF1|O43189,0.255260203
142|PARP1|P09874,7994|KAT6A|Q92794,0.253896018
3065|HDAC1|Q13547,11335|CBX3|Q13185,0.253182503
9031|BAZ1B|Q9UIG0,55693|KDM4D|Q6B0I6,0.253001435
25942|SIN3A|Q96ST3,23210|JMJD6|Q6NYC1,0.25295605
27125|AFF4|Q9UHB7,8467|SMARCA5|O60264,0.252616894
23468|CBX5|P45973,23210|JMJD6|Q6NYC1,0.252057801
79813|EHMT1|Q9H9B1,8535|CBX4|O00257,0.251711603
57504|MTA3|Q9BTC8,9329|GTF3C4|Q9UKN8,0.250911126
10902|BRD8|Q9H0E9,142|PARP1|P09874,0.250101514
6605|SMARCE1|Q969G3,5110|PCMT1|P22061,0.249741247
86|ACTL6A|O96019,5928|RBBP4|Q09028,0.249573324
6119|RPA3|P35244,5931|RBBP7|Q16576,0.249298505
10419|PRMT5|O14744,8850|KAT2B|Q92831,0.246174102
6599|SMARCC1|Q92922,9112|MTA1|Q13330,0.244732936
6119|RPA3|P35244,9329|GTF3C4|Q9UKN8,0.242946298
7862|BRPF1|P55201,142|PARP1|P09874,0.241972481
25942|SIN3A|Q96ST3,57492|ARID1B|Q8NFD5,0.24182865
5110|PCMT1|P22061,29117|BRD7|Q9NPI1,0.241792591
5252|PHF1|O43189,55193|PBRM1|Q86U86,0.24140005
27125|AFF4|Q9UHB7,10155|TRIM28|Q13263,0.240837167
4152|MBD1|Q9UIS9,3276|PRMT1|Q99873,0.240761755
9031|BAZ1B|Q9UIG0,11168|PSIP1|O75475,0.239621796
142|PARP1|P09874,158880|USP51|Q70EK9,0.237336911
3015|H2AFZ|P0C0S5,55140|ELP3|Q9H9T3,0.237141964
10419|PRMT5|O14744,8932|MBD2|Q9UBB5,0.236885536
5431|POLR2B|P30876,83746|L3MBTL2|Q969R5,0.235770573
27154|BRPF3|Q9ULD4,142|PARP1|P09874,0.234977213
10155|TRIM28|Q13263,9869|SETDB1|Q15047,0.234962237
86|ACTL6A|O96019,2145|EZH1|Q92800,0.233389506
10155|TRIM28|Q13263,8850|KAT2B|Q92831,0.233247484
3276|PRMT1|Q99873,51147|ING4|Q9UNL4,0.231889385
23309|SIN3B|O75182,10419|PRMT5|O14744,0.231377555
3276|PRMT1|Q99873,10933|MORF4L1|Q9UBU8,0.231073513
9329|GTF3C4|Q9UKN8,51147|ING4|Q9UNL4,0.230924601
6599|SMARCC1|Q92922,5110|PCMT1|P22061,0.229168614
9739|SETD1A|O15047,9031|BAZ1B|Q9UIG0,0.228377632
6749|SSRP1|Q08945,57492|ARID1B|Q8NFD5,0.228200061
6046|BRD2|P25440,5110|PCMT1|P22061,0.227534044
57634|EP400|Q96L91,60|ACTB|P60709,0.227300318
22823|MTF2|Q9Y483,10419|PRMT5|O14744,0.226921986
9031|BAZ1B|Q9UIG0,5431|POLR2B|P30876,0.226792399
5928|RBBP4|Q09028,23030|KDM4B|O94953,0.226223102
60|ACTB|P60709,158880|USP51|Q70EK9,0.225704385
54617|INO80|Q9ULG1,60|ACTB|P60709,0.224716122
3065|HDAC1|Q13547,79813|EHMT1|Q9H9B1,0.223539535
11198|SUPT16H|Q9Y5B9,23512|SUZ12|Q15022,0.222838933
9031|BAZ1B|Q9UIG0,6605|SMARCE1|Q969G3,0.222524225
7703|PCGF2|P35227,3066|HDAC2|Q92769,0.220674312
27125|AFF4|Q9UHB7,6605|SMARCE1|Q969G3,0.219992314
79813|EHMT1|Q9H9B1,5931|RBBP7|Q16576,0.219974951
23028|KDM1A|O60341,3015|H2AFZ|P0C0S5,0.219723069
6601|SMARCC2|Q8TAQ2,23774|BRD1|O95696,0.219053305
3015|H2AFZ|P0C0S5,10919|EHMT2|Q96KQ7,0.21860073
6015|RING1|Q06587,6594|SMARCA1|P28370,0.218581906
4204|MECP2|P51608,6599|SMARCC1|Q92922,0.21856585
3065|HDAC1|Q13547,79831|KDM8|Q8N371,0.21788867
11198|SUPT16H|Q9Y5B9,80335|WDR82|Q6UXN9,0.217075383
3275|PRMT2|P55345,142|PARP1|P09874,0.216411852
142|PARP1|P09874,3431|SP110|Q9HB58,0.215613659
6597|SMARCA4|P51532,9112|MTA1|Q13330,0.213403128
23246|BOP1|Q14137,3276|PRMT1|Q99873,0.213157079
4152|MBD1|Q9UIS9,5931|RBBP7|Q16576,0.211397282
25942|SIN3A|Q96ST3,23774|BRD1|O95696,0.210582401
55818|KDM3A|Q9Y4C1,3015|H2AFZ|P0C0S5,0.210488637
9031|BAZ1B|Q9UIG0,11335|CBX3|Q13185,0.208032441
9739|SETD1A|O15047,6605|SMARCE1|Q969G3,0.207483152
84759|PCGF1|Q9BSM1,3066|HDAC2|Q92769,0.205778729
91133|L3MBTL4|Q8NA19,60|ACTB|P60709,0.205631549
5929|RBBP5|Q15291,6749|SSRP1|Q08945,0.205297256
60|ACTB|P60709,30827|CXXC1|Q9P0U4,0.204728974
23476|BRD4|O60885,84661|DPY30|Q9C005,0.204593399
3275|PRMT2|P55345,10155|TRIM28|Q13263,0.204097286
6603|SMARCD2|Q92925,5110|PCMT1|P22061,0.203989963
23774|BRD1|O95696,11091|WDR5|P61964,0.203827281
60|ACTB|P60709,8850|KAT2B|Q92831,0.203437564
84456|L3MBTL3|Q96JM7,142|PARP1|P09874,0.2030904
4299|AFF1|P51825,142|PARP1|P09874,0.202822385
86|ACTL6A|O96019,23476|BRD4|O60885,0.20195782
86|ACTL6A|O96019,3065|HDAC1|Q13547,0.201692022
5110|PCMT1|P22061,55274|PHF10|Q8WUB8,0.200899067
10389|SCML2|Q9UQR0,3065|HDAC1|Q13547,0.200119249
83746|L3MBTL2|Q969R5,80335|WDR82|Q6UXN9,0.198583814
54904|WHSC1L1|Q9BZ95,5931|RBBP7|Q16576,0.19781474
5928|RBBP4|Q09028,3431|SP110|Q9HB58,0.196544525
60|ACTB|P60709,57492|ARID1B|Q8NFD5,0.195463272
23569|PADI4|Q9UM07,3065|HDAC1|Q13547,0.19515406
3015|H2AFZ|P0C0S5,546|ATRX|P46100,0.194339727
23133|PHF8|Q9UPP1,10155|TRIM28|Q13263,0.193670316
5928|RBBP4|Q09028,23411|SIRT1|Q96EB6,0.19260846
11198|SUPT16H|Q9Y5B9,6598|SMARCB1|Q12824,0.192528075
1106|CHD2|O14647,3015|H2AFZ|P0C0S5,0.192111506
3065|HDAC1|Q13547,11168|PSIP1|O75475,0.191512902
6594|SMARCA1|P28370,8535|CBX4|O00257,0.191207496
23476|BRD4|O60885,11091|WDR5|P61964,0.190722859
1912|PHC2|Q8IXK0,2146|EZH2|Q15910,0.190719376
6119|RPA3|P35244,5110|PCMT1|P22061,0.190652202
4152|MBD1|Q9UIS9,5110|PCMT1|P22061,0.190399109
6599|SMARCC1|Q92922,8467|SMARCA5|O60264,0.190373277
57634|EP400|Q96L91,10419|PRMT5|O14744,0.189999107
4673|NAP1L1|P55209,55274|PHF10|Q8WUB8,0.188987198
6045|RNF2|Q99496,6594|SMARCA1|P28370,0.186519008
8805|TRIM24|O15164,5110|PCMT1|P22061,0.185624521
23326|USP22|Q9UPT9,60|ACTB|P60709,0.184763058
84148|KAT8|Q9H7Z6,5928|RBBP4|Q09028,0.18431891
9329|GTF3C4|Q9UKN8,8850|KAT2B|Q92831,0.18406196
23468|CBX5|P45973,3066|HDAC2|Q92769,0.184007932
3276|PRMT1|Q99873,11168|PSIP1|O75475,0.182192799
23466|CBX6|O95503,3066|HDAC2|Q92769,0.181025823
27125|AFF4|Q9UHB7,5928|RBBP4|Q09028,0.180407461
546|ATRX|P46100,10155|TRIM28|Q13263,0.179962474
10498|CARM1|Q86X55,9329|GTF3C4|Q9UKN8,0.179539609
10419|PRMT5|O14744,2145|EZH1|Q92800,0.17945838
86|ACTL6A|O96019,1912|PHC2|Q8IXK0,0.179293111
57713|SFMBT2|Q5VUG0,142|PARP1|P09874,0.179262836
142|PARP1|P09874,9869|SETDB1|Q15047,0.178893046
10155|TRIM28|Q13263,7994|KAT6A|Q92794,0.1786643
2648|KAT2A|Q92830,5928|RBBP4|Q09028,0.178312247
6015|RING1|Q06587,57492|ARID1B|Q8NFD5,0.17684611
6605|SMARCE1|Q969G3,9112|MTA1|Q13330,0.175856817
27125|AFF4|Q9UHB7,9329|GTF3C4|Q9UKN8,0.175570164
9070|ASH2L|Q9UBL3,60|ACTB|P60709,0.175145252
9031|BAZ1B|Q9UIG0,6599|SMARCC1|Q92922,0.175010412
25942|SIN3A|Q96ST3,55193|PBRM1|Q86U86,0.174847138
4673|NAP1L1|P55209,23476|BRD4|O60885,0.174767318
6015|RING1|Q06587,3065|HDAC1|Q13547,0.174303047
86|ACTL6A|O96019,64324|NSD1|Q96L73,0.173331949
86|ACTL6A|O96019,2146|EZH2|Q15910,0.172994375
10013|HDAC6|Q9UBN7,60|ACTB|P60709,0.172745131
6601|SMARCC2|Q8TAQ2,2146|EZH2|Q15910,0.172166944
10919|EHMT2|Q96KQ7,8535|CBX4|O00257,0.171818699
7862|BRPF1|P55201,10155|TRIM28|Q13263,0.171100655
9329|GTF3C4|Q9UKN8,9219|MTA2|O94776,0.170370252
11198|SUPT16H|Q9Y5B9,1108|CHD4|Q14839,0.169488276
8726|EED|O75530,55193|PBRM1|Q86U86,0.168779683
3015|H2AFZ|P0C0S5,8930|MBD4|O95243,0.167827427
27154|BRPF3|Q9ULD4,10155|TRIM28|Q13263,0.166228763
3065|HDAC1|Q13547,8085|MLL2|O14686,0.165905272
27154|BRPF3|Q9ULD4,10419|PRMT5|O14744,0.165820253
29117|BRD7|Q9NPI1,8467|SMARCA5|O60264,0.165774887
4204|MECP2|P51608,23468|CBX5|P45973,0.163830905
84289|ING5|Q8WYH8,9329|GTF3C4|Q9UKN8,0.163473446
10419|PRMT5|O14744,23512|SUZ12|Q15022,0.163174592
3276|PRMT1|Q99873,8850|KAT2B|Q92831,0.161708073
23246|BOP1|Q14137,10155|TRIM28|Q13263,0.161570053
86|ACTL6A|O96019,2965|GTF2H1|P32780,0.16029358
6605|SMARCE1|Q969G3,11091|WDR5|P61964,0.159449203
1912|PHC2|Q8IXK0,6597|SMARCA4|P51532,0.158496847
54617|INO80|Q9ULG1,3015|H2AFZ|P0C0S5,0.158361546
11143|KAT7|O95251,6601|SMARCC2|Q8TAQ2,0.158358378
9031|BAZ1B|Q9UIG0,29117|BRD7|Q9NPI1,0.157377754
5931|RBBP7|Q16576,3431|SP110|Q9HB58,0.155208127
5928|RBBP4|Q09028,30827|CXXC1|Q9P0U4,0.153200286
10498|CARM1|Q86X55,3276|PRMT1|Q99873,0.152556065
23309|SIN3B|O75182,9329|GTF3C4|Q9UKN8,0.152382001
6603|SMARCD2|Q92925,5431|POLR2B|P30876,0.151910291
60|ACTB|P60709,10322|SMYD5|Q6GMV2,0.151507238
54904|WHSC1L1|Q9BZ95,3015|H2AFZ|P0C0S5,0.150949794
5563|PRKAA2|P54646,10155|TRIM28|Q13263,0.150171795
6419|SETMAR|Q53H47,3015|H2AFZ|P0C0S5,0.150160477
6045|RNF2|Q99496,23210|JMJD6|Q6NYC1,0.150085659
11198|SUPT16H|Q9Y5B9,1912|PHC2|Q8IXK0,0.149578175
84456|L3MBTL3|Q96JM7,8535|CBX4|O00257,0.149006315
4673|NAP1L1|P55209,64324|NSD1|Q96L73,0.148556644
8289|ARID1A|O14497,10419|PRMT5|O14744,0.148314803
23512|SUZ12|Q15022,1912|PHC2|Q8IXK0,0.147430747
5929|RBBP5|Q15291,3065|HDAC1|Q13547,0.147064786
11143|KAT7|O95251,11091|WDR5|P61964,0.146462332
6015|RING1|Q06587,23476|BRD4|O60885,0.146362735
10765|KDM5B|Q9UGL1,5931|RBBP7|Q16576,0.146319608
3015|H2AFZ|P0C0S5,10951|CBX1|P83916,0.146179351
54617|INO80|Q9ULG1,10419|PRMT5|O14744,0.145873843
5110|PCMT1|P22061,55193|PBRM1|Q86U86,0.145681358
60|ACTB|P60709,80853|JHDM1D|Q6ZMT4,0.145344065
23613|ZMYND8|Q9ULU4,142|PARP1|P09874,0.144886635
10419|PRMT5|O14744,6672|SP100|P23497,0.141892386
84678|KDM2B|Q8NHM5,3066|HDAC2|Q92769,0.141355331
11168|PSIP1|O75475,5110|PCMT1|P22061,0.141337203
5929|RBBP5|Q15291,6599|SMARCC1|Q92922,0.140912436
79831|KDM8|Q8N371,5928|RBBP4|Q09028,0.140153028
7403|KDM6A|O15550,60|ACTB|P60709,0.13999767
5929|RBBP5|Q15291,55193|PBRM1|Q86U86,0.139894032
6597|SMARCA4|P51532,5110|PCMT1|P22061,0.139821037
